"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"MilanVB","12 July 2023","One of the worst movies ever!!! A lot of wasted money for nothing!!! The script is stupid!!! Everything is predictable!!! The action is unreal!!! Cars are uninteresting!!! There is no plot!!! There are good actors who I don't know how they agreed to be a part of this... Someone paid for this movie!!! I could do something smart for 2 hours and 20 minutes!!!This is the only good antidote to know that such high-budget nonsense exists. I hope I never make the mistake of wasting time like this!!! If anyone cares about my opinion, don't watch this movie. Please!!! If it was made as an animated film, it would be OK. Exaggerations are cute there. Watching these actors trying to be serious was sad...","
            2/10
            "
"tomhurtis","7 July 2023","Franchise built around cars that went to Mission Impossible plots and ain't going back.Although not as much as previous movies, this one is still full of fast cars, but their part keeps getting more and more absurd to the point you can no longer enjoy it.At this point we are used to indestructible cars and immortal characters. We even learned that ""you don't need an oxygen when you have a family"", but now it will also remind you really old movies where car chase was shot in low speed but has been played twice as fast in the movie in order to look like high speed chase...Personally, I can say two good things about this movie:
1. It is a sequel and therefore all your favorite cast is back and they even remind you characters you liked in previous movies.2. I liked Jason Momoa's distinctive character he is playing.","
            4/10
            "
"beachside-60315","24 May 2023","Over two hour waste of life with no conclusion!!! The villain was weird and annoying to the point it distracts from a good action movie. I have no intention of watching the next and hopefully final version of the franchise series. My big complaint is turning men into freaks. There is one scene where the villain is dressed like a woman talking to a couple dead guys. They were sitting together and the villain was having this stupid conversation with them. The dead guys had their faces taped. Sorry to make this review so wordy but they require we write 600 words, which is more than anyone is going to read.","
            1/10
            "
"joeyford-55342","31 May 2023","These movies are getting so bad now that you actually lose IQ points by watching them. I knew when I saw the commercial and they dropped his charger out of the airplane without a parachute and it just landed on the road and he started driving that it was going to be very, very stupid. I did not realize it would be 2 and a 1/2 hours of very, very stupid. It was one moronic Series of stunts after another. It was so bad that the audience was laughing at Al stupid the stunts were. I would not recommend this movie to anybody who has finished the 6th grade. The 1st 2 in the series were excellent and they were about the cars. The last movie they went to space because and I ""if you can hook up nitrous and a car you can go to space. This is even worse than that period.","
            1/10
            "
"spencermcook","22 May 2023","Part one of two films (or three apparently) to wrap up the Fast and Furious franchise, but then again I'm not sure we can trust that either. These stories continue to move away from the foundation of practical racing paired with building relationships, and move more and more toward explosive action comedies ultimately watering down the development of the characters we used to care about. Each scene transitions quickly making the production feel rushed and scattered out of place. Jason Momoa is eclectic in this over-the-top role as the main villain, however he adds a refreshing flavor to an established group of recurring characters. The film relies on its previous success stories and less on future possibilities, keeping the ambition of storytelling contained and absent from this project. It's Fast and Furious and you get exactly what you expect.","
            4/10
            "
"Rhymen7","20 June 2023","I used to have a deep affection for this movie during my childhood. It was a delightful experience filled with entertainment and innovative ideas. However, since ""Furious 7,"" I have struggled to find the same level of excitement. There seems to be a lack of novelty and originality in recent installments. The movie has become monotonous and fails to offer anything fresh. Furthermore, the actors appear weary and have lost their passion, which further dampens the overall experience. It's disheartening to witness this decline. On a somber note, I would like to pay tribute to the late Paul Walker, whose presence is deeply missed in the franchise. Rest in peace, Paul Walker.","
            2/10
            "
"gm-gabi","20 July 2023","Actually more garbage than the previous one. Or maybe equally garbage. Bad acting (apart from Jason Momoa's which was surprisingly decent). Cringe lines used throughout the movie. Cringe scenes, terrible screenplay, terrible directing. All in all fill your 2h and 20 mins on a Sunday afternoon if you genuinely don't have anything else to do. This is ultimately just to tick a box that you watched them all.I'm not sure why they wouldn't invest a bit more to actually make a proper screenplay with a proper director that can also get the most out of the actors. Even some scenes felt like the actors were bored of filming this.","
            1/10
            "
"davidsonjay-10668","19 June 2023","I personally think this movie was the 2nd worst movie out of the franchise behind F9. The only thing I can say good about this movie is that Jason Momoa carried, and that he is a great villain. Momoa is an incredible actor and his character is actually interesting and one of the more memorable villains in the franchise. And John cena AAing someone through the house was quite funny. Having said that the plot was just boring. The fast franchise really needs to focus on going back to its roots when the story was about street racing and actually about cars. Not whatever it is now. I was extremely disappointed and was expecting it to be a lot better.","
            4/10
            "
"akovendettawot","28 May 2023","Happy I didnt pay for this ... thank you God for the internet :) How to pay a ticket, popcorn, cola for this??! This something (u cant call it a movie) its an insult for any decent person with a brain. Stop it!I remember the first FF... it was sooo nice! Still a popcorn movie but nice! It was something new and people loved it...
I dont understand why would you do a movie like this in 2023!?!?!And Momoa its like a very bad copy of Joker (Joaqin Phoenix) ... keep him Marvel movies, please!!!The story its soooo bad, its sooo unrelistic and even for an 5 yo child its stupid!Stop making stupid movies!!","
            1/10
            "
"rbrt_gilchrist","27 May 2023","The fast franchise jumped the shark well before this entry. But it won't stop people from coming out to see what Dom and his crew are up to.The biggest problem with this film (and there are many) is that everyone seems to be in a different movie. Even sets seem to be composed into the background from time to time. It wouldn't surprise if there were three different locations filming at the same time in all of the tax havens for films.The car stunts which are a big draw even are obscured by filming them tighter which almost leaves you feeling what is the point. Also, I feel there were more CG cars than normal for a fast film which was a little disheartening.BBBUUUUUUUTTTTTT, Jason Mamoa saves the film single handedly. You haven't seen a villain quite like this before. Everything about his character Dante is cranked up to 11. He is the drawcard of this film and his backstory is woven clunking into the fabric of Fast 5 but at least drives the story forward consistently.Louis Leterrier is a fine directer given the right material and tone. Unfortunately Fast X isn't one of them. It would have been a very different film with Justin Lim at the helm considering his visual action chops.If you like the fast films it's at least better than number 9.","
            7/10
            "
"arod_85","4 June 2023","Okay...so this should be the last installment but the movie is obviously part one of 2 so none of the 100 storylines are tied up by the end. After that, I hope this is the ""last ride"". The endless explosions, the unrealistic defiance of physics, and bad acting from even the main cast had me checking my watch several times. It was overstuffed, with character after character, new and old from previous installments, however, many were not even vital or relevant to the plot. They even brought back characters that were killed off in previous movies with no reasonable explanation for how they survived (again). A franchise should do this on occasion, but when you continue to do it, it just gets silly and the audience thinks ""why bother?"" The plot was simple and redundant. A previous villian's family member comes back for revenge. Didn't they do this several times already? Oh wait, and a new friend of the ""family"" is secretly working for the bad guys. Hasn't that been done several times in this franchise too? Also without a reasonable explanation. I was a big fan of the franchise probably up until the 5th movie, where the movies just became downright unbelievable and laughable. We were very bored so we went to watch it, but if I were going as a fan, I would definitely skip this because you will be dissatisfied. There was one highlight to the film. Jason Momoa was a delight. He was probably the only bright spot in this mess of a movie. I could have watched him prancing around for two hours and been more entertained.","
            6/10
            "
"batistamitja","20 July 2023","I had fun watching the movie. But eventually the resurrections are just way too mutch. It certainly feels like the Avengers infinity war of the fast franchise. The performance from Jason Momoa was the best thing about the movie, he gave me Joker vibes(Heath Ledger) and it felt nice. The movie gave me goosebumps somethimes but some cringey oneliners that were said very very often brought me down and sometimes even into laughter. The post credit scene is very nice to see. I knew that the movie is just part one(like the infinity saga) of the finale. After the movie ended I honestly burst into laughter because the deaths in the franchise became meaningless and even the charecters that died in this movie didn't hit because they'll probably return in the end... Conclusion: fun to watch, cringey, meaningless!","
            5/10
            "
"davidtresmat","13 June 2023","It's crazy how bad it is this thing. And i don't get the reason of why people still paying for this.I'm not asking for a ""good movie"". I'm asking for fun. They keep pushing the dredful """"""""jokes"""""""". There is a pointless scene with marihuana jokes included for MINUTES. No laughs, no nothing. Feeling dead inside and watching the movie at x1.5, sometimes jumping 10 secs or more and STILL FEELS TOOOOO LONG!!! This movie is almost 3 hours. Why. They are justifyng the second part??? Supposedly, when you do movies this long and with a cliffhanger is for build some tension.There is no tension, no thrill, nothing. It feels bald, empty, a cashgrab for paying Diesel's retirment becouse he can't do anything interesting. He can't act. And in action movies, this isn't necessary a bad thing if you know your limitations.Don't pay for this, for real. Don't go to cinemas. Just stop it. I enjoy action movies. This is not enjoyable anymore.","
            1/10
            "
"kpanditrao","17 June 2023","I see there are hundreds of negative reviews for this film but yall forget one thing. Problem isn't these pathetic Fast n Furious movies; problem is you people still watching it in theaters which led this movie to earn some $700 million at Box Office, and I am pretty sure FnF 11 will be huge at Box Office too.So, what's the point of giving it negative reviews? It's kinda shi!ttt but yall are the ones thats eating this sh!ttt so producers don't give a sh!ttt about logic or quality of the movie. Just do random weird action scenes and people will throw money at this garbage. These FnF movies won't stop unless there's a massive Box Office failure but I doubt that will ever happen because world is stupid just like these movies.","
            1/10
            "
"askeland89","9 December 2023","Fast X, the latest addition to the legendary Fast and Furious saga, left me utterly speechless. From the heartwarming family reunions to the mind-bending physics-defying stunts, this movie is a true testament to the laws of gravity being optional.Vin Diesel, thespian extraordinaire, delivers a performance that will surely be remembered for generations to come. His emotional range is so vast that you can practically feel the intensity of his facial expressions through the screen. It's like watching a master class in emoting while driving a car at 200 mph. Who knew family values could be so closely intertwined with drag racing and explosions?The plot is a rollercoaster of surprises, twists, and turns that will leave you questioning the very fabric of reality. The intricacy of the storyline is matched only by the subtlety of the dialogue, which is so profound that you might miss it if you blink. The film is a symphony of profound insights and thought-provoking conversations-truly an intellectual feast.Let's not forget the breathtaking cinematography that captures the essence of speed like never before. The camera work is so seamless that it's almost as if the cameraman strapped themselves to the hood of a speeding car just to get that perfect shot. A sacrifice for art, if you will.In conclusion, Fast X is a cinematic marvel that defies conventional storytelling, effortlessly blending family drama with vehicular acrobatics. Vin Diesel and his co-stars have once again raised the bar for what cinema can achieve. I left the theater with a newfound appreciation for the complexities of life, family, and the laws of physics. Truly, a film that will be remembered for generations as a groundbreaking masterpiece in the world of cinema. Or not.","
            1/10
            "
"sethlh-22536","25 June 2023","This movies does worth more than 1 star........
But the problem is FF should be real in some sense!This is not a super hero movie, the reason people loved FF1 , 2, 3 is because there are real cars with real people. People do get hyped up watching how characters interact with situations but not tanks and planes and beyond!Tokyo drift was a great show because its about people, real people!!!!The new series is ruining the previous reputations... To be brutally honest, how many people grown from the FF1 wants to watch this space ships and submarines non-sense??Clearly Gen Z dont know what this franchise came from too??Can you please at least respect the works done from the begining!","
            1/10
            "
"Terrorformer","30 September 2023","Like c'mon... if you're watching the tenth Fast and Furious movie, you know by now that these movies are stupid. They don't need to make sense. They are very self aware. I honestly have come to expect them to be more ridiculous every time and welcome it.I have to say I was pretty surprised by this movie. After Paul Walker died I wasn't sure if they would be able to keep me interested. The last 2 movies (8 and 9) were pretty uneventful and I was kinda struggling to care. I think Charlize Theron being the villain had a lot to do with it. Never really cared for her as the antagonist.Here we get Jason Momoa, whom I'm not a fan of at all to be honest.. but I actually enjoyed how cartoony and over the top he was. I think it's what this franchise has needed for a while. Basically Joker...But yea I also liked the cliffhanger ending. Left me with something to kinda sorta look forward to in the next one.Again. I'm not saying this is a good movie be any means. But it's serviceable if you're into these mindless action movies that you watch while stuffing pizza in your face hole.","
            6/10
            "
"Svenstadt","19 May 2023","I was pleasantly surprised by this. Anyone who has seen the prior movies will know what formula to expect. As the series is about to wrap up, expect many characters to start to get killed off. This really surprised me on many levels. It isn't just more of the same but keeps things interesting. There were several surprises throughout. It wasn't quite as corny or sappy as prior iterations. My all-time favorite was ""The Fate of the Furious."" This was about female empowerment, which was the overarching theme of this one. Dom kinda played a supporting role while letting the chicks in his life do the storytelling.","
            8/10
            "
"Fizgig777","16 January 2024","I've followed the Fast 'n' Furious franchise from the beginning.... The movies were fun, not overly complicated to follow, mostly mindless escape from reality.... That last on in the franchise that I actually enjoyed watching as Fast 5..... It's been going downhill all along, yes, but each one after Five hits a new low....Then you have something like Fast X..... They drag in footage from previous movies, but they don't really interweave into the story .... So much so that they're virtually pointless with the small exception of using clip from a previous movie to build the background of the new super villain.And that new villain is more of a psychopathic joke told by a comedian who's had a lobotomy. Not a fan of Momoa, nor do I particularly dislike him... What I can say after having seen about 50% of his See series (got bored with it), is that this type of movie is out of his range as an actor. The character wasn't believable in the first place and his acting didn't help things. The attempts at humor just fell flat..... And the scene with the dead guys propped up in lawn chairs, what was the point? What was funny is how utterly ridiculous Momoa looks in pigtails.The CGI work in this one, you'd think would have been better as the tech. To create it has gotten better by leaps and bounds..... Nope..... It's terrible! I mean, like 1990's CGI terrible. Doesn't even come close to appearing like a finished product, much less appearing believable..... In some of the gun fight scenes, bullets can be seen ricocheting off people, for pete's sake -- one off the torso and another off a foot.... Didn't anyone edit the movie? C'mon now..... And it's noticeable first because the CGI is so bad and second because the movie is actually boring..... Way too many scenes of blowing stuff up and shoot outs that drag on and on and on and....Some of the hand-to-hand combat scenes were well done, I'll give them that.The car crashes and wrecks and bombs that just ONE car survives.... Gimme a break! I get it, action movie, not supposed to be real, but, seriously, there is a line that is supposed to be toed.... Once they crossed it, it looks more like a very bad sci-fi movie attempt. They're not just asking the viewer to suspend reality, but to throw it under a flaming bus. Doesn't work. What made the first few movies fun was the possibility of reality..... The type of driving featured, the effects, could be possible, they worked....And the scenes where people are leaning out car windows or sticking arms out of said windows during high speed chases..... C'mon.... They're so badly done, that no even the clothing on the ppl ruffle in the breeze.... Seriously? You lean half your body out the window of a car doing 100+ mph, you're not going to survive, period.... No matter how muscle bound you are.This movie shouldn't have ended in a way that required a sequel..... Really, they need to just stop making movies in this franchise.... It's time to call it quits.... The actors are REALLY showing their age and not in a good way.... It's just not believable to cast them in these types of roles anymore. The G-forces you'd have to survive with so many major car crashes alone --- a body that age wouldn't survive, much less walk away without so much as a limp.Terrible movie..... Feel sorry for anyone who got suckered into paying to see it.","
            2/10
            "
"patrikingvarsson","17 May 2023","It's fascinating how they spend so much money on these movies, yet they fail at stage 1 - a good script. Boring, convoluted and blasé. This movie makes the first Fast & Furious look like an Oscar winning movie by comparison. Where did all the heart go? Where did all the love go? Are these tentpole movies nothing but CGI these days? I don't mind big block busters, but please! For the love of god... write a story the audience will emotionally connect to. Make them laugh. Make them cry. Make them sit in the edge of their seat during the car chases. Failing to do so with the budget they got is an epic failure in my option. Make them feel SOMETHING. It's not only about family. It's about telling a good story, and these producers and directors behind these movie clearly lack the understanding of storytelling to make that happen.","
            3/10
            "
"veermaharaj","24 May 2023","Pretty much everything that FF has done over the years, all the crazy, over the top, secret agent stuff has been put into this movie, cranked to 11 and just made as absurd as possible.The most enjoyable part of this movie was Jason Momoa, and he's the bad guy...They characters are quoting each other for giggles. The deep personality of Han is gone. Dom's sorta brother who was trying to kill him a movie ago is here as a joke.The whole thing is just fan-service delight, to it's detriment.What makes it all the more unsavory, is it takes Fast 5, arguably the best film of the franchise and retcons it to create its new villain.When you start to cannibalise your own material, you need to just stop FFx.Oh, and we get another death resurrection.","
            1/10
            "
"Nixon_Carmichael","19 May 2023","Fast X. The Fast and Furious crew is back in yet another dare-deviling, death defying astronomical adventure. Vin Diesel returns once again as Dom Toretto, the one-time street racer and DVD player hi-jacker, who now had evolved into the dare-devil super spy,Fast X picks up after the gravity defying events of Fast 9, but the plot and characters are springboard off of the now ""classical Fast 5, inserting new addition, Jason Momoa into the footage of the previous entry. The Fast series loves to play fast and loose with continuity, inexplicably carrying on as though Paul Walker's Brian is still alive in the Fast Universe, despite the actor having died in a fiery and harrowing automobile crash in 2013.The Fast crew is now up against Jason Momoa's Dante, the son of the Fast 5's previous victim. Dante is channeling Jared Leto's Joker, a conniving and manically clever criminal out for revenge against Dominic Toretto and his band street racing super spies.At the end of the day Fast X is yet another nonsensical actioner that gets really big and stupid in the end, but it can be a fun ride if you turn off all but one or two brain cells.","
            5/10
            "
"chandugrant","18 June 2023","Absolutely horrendous, felt like I was watching a parody. Special effects were terrible. I highly recommend you don't watch it, its 2 hours you will never get back.I made an account so I could leave a review, that's saying something because I have never left a review for a movie in my life. Ever. Cars dropping out of a plane and then landing on top of another car and just driving off with no damage? Please stop making these movies, its actually sad what the franchise has become, Paul Walker would be ashamed of what this franchise is today. They've hinted at another movie and I hope for the life of me its not true.","
            1/10
            "
"bottomline","22 May 2023","I'm glad we got free tickets for the 2 + hours of our lives that we wasted watching Fast X. The whole storyline was a mess, and just an excuse for actors like Helen Mirren to appear for a few minutes and pontificate about family. And why was Charlize in this - just so they could throw in a meaningless fight scene. It looks like the writers took all the best elements of the previous movies in the series, chucked them in a blender and hope the end result would be palatable.Well, I can tell you, a Kale smoothie is more exciting than this movie. Having said that, the last 20 minutes or so weren't too bad, and The Rock turning up in the credits was probably the highlight of the whole movie - and maybe even a reason to watch the next instalment. Let's all just hope, pray and keep our fingers crossed that it will be a whole lot better than this disaster.","
            3/10
            "
"TheDanishMovie-Nerd","12 June 2023","Despite my general adoration for the high-octane franchise that has been the bedrock of action movies for nearly two decades, the latest installment, 'Fast X', feels like a muddled fusion of speed, space and absurdity that overthrows the laws of reality and the franchise's legacy of semi-believable thrill.While previous entries have cleverly balanced the line between outlandish and engrossing, 'Fast X' boldly and unapologetically tosses any vestige of reality out the window. The plot, a madcap scramble of outrageous stunts and over-the-top drama, is exhaustingly ludicrous. As a seasoned fan who even forgave the franchise for launching cars into space with duct tape in the last movie, I found myself straining to keep my disbelief suspended this time around.The underwhelming CGI work and the rushed execution of the stunts further dull the sheen of the movie. These aspects, traditionally the series' strong points, ironically end up being its Achilles heel. The vehicular acrobatics and death-defying stunts, which should provide heart-pounding thrills, come off as half-baked and hastily stitched together, relentlessly pulling the audience out of the movie's flow.The performances range from perfunctory to wooden, with even stalwarts of the franchise seeming to succumb to the weak screenplay. The dialogues, contrived and at times cringeworthy, often feel like clumsy tools to set up the next unbelievable action sequence.However, amidst this chaotic wreckage, there emerges a bright spot - Jason Momoa. His turn as the villain is arguably the movie's sole redeeming aspect. Momoa's portrayal is a masterclass in controlled ferocity and charisma, cementing his place among the franchise's finest villains. This, probably the best performance of his career, almost salvages the movie from the abyss of its own making.In essence, 'Fast X' feels like an unchecked rollercoaster that has thrown caution to the wind, derailing what we've come to love about the franchise. Despite Momoa's commendable performance, the film fails to deliver the expected charm and thrilling fun of its predecessors. It's a letdown for fans, as it pushes the envelope too far, resulting in an entry that is more ridiculous than it is thrilling.","
            3/10
            "
"DanteSwordX","19 May 2023","I never thought that as a fan of the franchise, that even survived and finished the F&F Crossroads video game, I will walk out of the cinema so lifeless and disappointed.Yes, I know that these movies are supposed to be over the top. But previous movies at least had a good writing behind it, and most effects were practical.Here?! CGI everything, even some parts of the buildings are CGI, you can see stretched out low quality texture when Dom stands and looks at Rome from above.The CGI in some parts made me want to scratch my eyes out - like the scene where Dom rides down the stairs in Rome.I thought F9 was the limit, but no... This franchise just keeps going down and down, and despite the fact that this movie was better than F9... It's dumber than F9.I hope that F11 is going to be the last, because Paul Walker, deserved better than this.","
            4/10
            "
"ashfordofficial","11 June 2023","The first 10-15 minutes or so was enjoyable with nostalgic and emotional moments that reminded me I'm part of the family, again. Unfortunately after that, the story and the direction felt unsatisfying and disappointed. Bizarre character choices and decisions, convoluted twists and turns that felt airless and many characters aren't given much screen time or development. Brie Larson's performance was like someone forced to do something that they're incapable of. She can't act. Jason Momoa is a powerhouse with his tremendous screen presence and infectious charismatic performance. His performance reminded me of The Joker.Unlike previous installments, this film conceived as the first part of a finale with a cliffhanger ending. By doing so, they did some rushed ""shocking"" reveals that ends up confusing and not in a good way.Universal Pictures needs to cut back the budget they're spending on these movies. They could've easily made this movie in $200-250 million range and they opted to settle with $340 million. Also the VFX was most of the time were cheap and phoney looking for an eighth-most expensive film ever made. At the end of the day it's all about profit and I want more installments from Fast & Furious family.","
            4/10
            "
"jcydjs","28 June 2023","Where do i begin the only scenes that i like where simply where they were in rome chasing the giant ball and when john cena had the talk with dom's son. This movie lack good comedy which ludacris and tyrese had good comedy in the past. Dom had all these stupid one liners that literelly added no pazass how one liners are suppose to do. The fight scenes were boring the plot wasnt any hood at all besides that cop that turns villain at the end the scenes didnt lead up to the next scenes the way it should of this movie is simply a money grab i guess they figure people are going to watch because of the name i guess when you make ten films thats what tends to happen but why make a film if you not even gonna try the one scens i thought woulda catipolted this film where they were racing the classic nissan 2something the yellow one was torn away by a villain that literely colors his nails how is that scary i mean come on this is by far one of the worst action films ive seen in quite sometime im surprise i didnt fall asleep.","
            3/10
            "
"johnyoungphotos","12 June 2023","I think Paul Walker would turn in his grave with the way FF has turned out.What happened to the car racing movies which yeah the cars stunts etc were far fetched but you could forgive that and enjoy them. But now its so far removed from the original moves its not even laughable.These movies are now basically just another marvel movie and there is not enough of them already is thereThese guys and girls are super heroes now and the stunts are just plain silly. Even the CGI seems rubbish in places.To be honest I did quite enjoy just turning my brain off and watching it for what it was (silly action nonsense) but I kept thing back to the good old days of Fast and the Furious and longing for those days.","
            4/10
            "
"nobelbd","20 May 2023","Spoiler alert!In fast 11 we will see everyone that died before will make their comeback. Even the Avengers had to invent a time machine to bring the loved one back. But NOO! They die but they actually didn't die and they also come back exactly when they are required to make this saga longer than it should have been.Like really it's all about family but let's teach a child to do burn outs ?? & By his own father??Then comes the uncle. Oh my god? Send a child to fix rocket launchers in the back of a moving car??? WTF is that? Who thinks of these nonsense? Like really. What kind of family does that to a child???Plot wasn't too bad but come on , make some sort of sense or normality!! And who is giving this a 10???It's more of a rant than a review. Thanks for your patience.Please stop!! Rethink and reset.","
            2/10
            "
"pnvdwolf","27 June 2023","I wonder what the budget for this movie was and how much of that they spend on special effects? In any case the special effects team did a very very bad job, I can create more realistic effects in a simple tiktokclip. If you want to make another police academy movie then do not brand it as F and F please. Everything about this movie is wrong, from the characters to the script, the plot, the acting, the story line even the music. It was very painfull to watch after going into the theater with a real F and F mindset. There was not one moment in the movie that was going into a direction that would save it. A perfect way to kill off an A status brand. I surely hope they skip the sequels. Just make a good movie that's all we ask for...","
            4/10
            "
"jer283","21 May 2023","Even ""Hobbs & Shaw"" had more energy than this movie, and that's saying a lot, considering that movie was somewhat of a flop.I've been watching the Fast & Furious series since it's inception in 2001. At first, it was just street racing with a ""Point Break"" style twist. Then they became more and more like crime thrillers with racing mixed in. Then, it devolved into completely unrealistic crap. The stunts went from exciting to laughable, and this one really took the cake.Jason Momoa, normally a decent actor, is supposed to be the worst villain of them all, but he is laughable as well - playing a flamboyant son of previous Rio crime boss Hernan Reyes. He is not scary - he's just annoying.I'm very disappointed in this series. After Paul Walker's death, it's like they gave up on making these movies likeable. A $300 million budget and still disappointing. What a shame.","
            3/10
            "
"CinemaClown","13 June 2023","The first in the three-lap finale of the Fast & Furious saga, Fast X does scale back on some of the over-the-top action set pieces that the franchise has indulged in for the last few entries but it continues to retain the ridiculousness of it all, for everything about this latest instalment remains bland, superfluous & unstimulating, only exception being Jason Momoa's manic input that makes this silly ride quite enjoyable.Directed by Louis Leterrier, the story opens by retconning the ending of the best chapter of the series so far to bring its new antagonist into the picture before returning to Dom going on about his moronic sermons on family. Everything concerning the reprising characters is uninteresting, nothing about them makes you care anymore, the stakes don't matter and even the camaraderie of the group has also gone cold over the years.The action often surfaces out of nowhere, for no damn reason and then dies out just as abruptly. The dialogues remain cringe & corny, the supporting cast is more or less a distraction, and the dramatic bits are hilariously awful. Vin Diesel continues to be a lifeless stone as expected. Performances from the rest are just as forgettable. Momoa however brings a magnetic energy and is the only one having fun, as evident in his gleeful rendition.Overall, Fast X is another insipid, incompetent & ineffective sequel in the blockbuster franchise that steers past the previous disappointment solely on the strength of its unhinged villain and makes for a mostly bearable & self-aware chapter despite the hollow & forgettable execution. The film is at its best whenever Momoa is on screen and the actor embraces his role with full understanding of the assignment to effortlessly steal the show.","
            7/10
            "
"namob-43673","18 May 2023","This movie is messy, and as with most of these Fast movies you cannot expect anything fantastic. But this is also pretty fun, and for a franchise which has got both stale and over the top this is not too shabby.What really save this movie, and elevate it above most other movies in this franchise, are the two additions to the acting team: Brie Larson and Jason Momoa. Both are excellent and show how great actors they are in comparison to everyone else. Brie especially is so good she almost destroy the movie because once you put a Oscar winner and one of the best actresses alive today next to the rest in this movie the other actors almost look amateurish in comparison. Plus Momoa look like he is having a ton of fun. So together those two bring this movie up one or two notches.Another thing which is good (for me) is that the action is more down to earth and ""realistic"" in comparison. To some I assume that is a negative, but for me watching them fly cars out into space and flying between skyscrapers it is very refreshing to almost see something believable for a change.Otherwise this is pretty typical fast and furious and this movie will never win any awards. This is not great nor amazing. This is fast paced loveable F&F fun and entertainment. If you love the previous movies you will definitely love this one too.I give this a very generous 7/10 but at least one extra point for Brie Larson whom I would watch change socks next to a wall of drying paint without feeling shame.Probably second or third best of the franchise and very entertaining, but nothing really special.","
            1/10
            "
"jimsalter-19695","10 June 2023","For a series that started out fantastically the last 4 were absolute drivel & ""Fast X"" is no different.Apart from the poor acting (particularly when Dwayne Johnson joined) in the series it seems like these people have become super heroes of some sort.It was possible to suspend disbelief at some of the stunts in the earlier movies - at least they were done in real life & not on a green screen with heavy CGI.It seems like the later movies were written & directed by 10 year olds for 10 year olds. No story line of consequence, unlikeable & unbelievable characters, laws of physics don't apply, how do these keep getting made?This instalment is nothing more than a green screen & CGI explosions which look fake. Also a schizophrenic movie which is like 3 different movies that don't work well together.The lack of writing & directing skills in Hollywood is clearly evident in this movie (& the previous 4) along with piss-poor continuityThe only saving grace for this movie is Jason Momoa - he is fantastic & probably the role of his career. He reminds me of Heath Ledger as the Joker (and before anyone has a hissy fit, I'm not saying he was as good as Heath by any means, I'm saying the character reminds me of Heath's character).","
            1/10
            "
"evilfinal-81386","18 June 2023","First of all, I've never expected anything from this franchise than a popcorn movie, even though it's a big disappointment. The latest installment, 'Fast X,' takes the franchise's descent into chaos to a whole new level. The plot is an absolute mess, resembling a hastily stitched patchwork of half-baked ideas and absurd scenarios.From the opening scene, it's clear that coherence and believability were not priorities for the filmmakers. Instead, they opted for a series of vignettes that lack any narrative flow or logical progression. It feels like the script was written by tossing random ideas into a hat and picking them out one by one. The result is a convoluted and disjointed story that leaves the audience scratching their heads in confusion.'Fast X' is also filled to the brim with ridiculous scenes that defy the laws of physics and common sense. While the franchise has always flirted with over-the-top action sequences, this installment crosses the line into absurdity. We're expected to suspend our disbelief as cars jump across skyscrapers, defy gravity, and perform impossible stunts with ease. It's as if the filmmakers threw any semblance of realism out the window in favor of mindless spectacle.Character development takes a backseat in 'Fast X.' The ensemble cast, which has been a cornerstone of the franchise, feels underutilized and lacking depth. Instead of exploring the dynamics between the characters and their motivations, the film focuses on flashy action sequences and explosive set pieces. As a result, the audience is left disconnected from the characters, unable to form any emotional attachment or investment in their journey.While the 'Fast and Furious' series has always thrived on its entertaining and adrenaline-pumping action, 'Fast X' takes it to an extreme that borders on self-parody. It sacrifices substance and storytelling in favor of excessive spectacle and mind-numbing action. What made the earlier films enjoyable was their ability to strike a balance between thrilling stunts and engaging storytelling, but this latest entry abandons that formula altogether.In conclusion, 'Fast X' is a disappointing addition to the franchise. Its messy plot, vignette structure, and nonsensical scenes leave much to be desired. Fans hoping for a return to the franchise's roots will be sorely disappointed by this lackluster installment. It's a prime example of a series that has lost its way, prioritizing spectacle over substance. Unless you're solely looking for mindless action and can overlook glaring flaws, 'Fast X' is best avoided.","
            5/10
            "
"mzr-04629","9 June 2023","Ok so I'll try to keep this short,
Thank you to whomever wrote the script and all for keeping the dialogs to a minimum, it kept me from cringing too much.If you got time to kill, if you won't be bothered with ridiculous scenarios and unrealistic action sequences and also no knowledge of computers in the whole team working on this movie. Watch it, it'll help pass the time.Where do I begin?Seeing this movie was like watching a pro gamer use tricks in a video game that make your car fly, help you swim for miles without taking a breath, and spawn back to where you had progressed if you died!!It was basically on the ""it's so idiotic, it's somehow enjoyable"" line.Jason Momoa killed it as a villain, Vin Diesel (I don't know if I'm spelling it right) was more of a Vin Diesel than ever(as in the acting was really bad), the others, well, they were okay on average.The plot would have worked, even with the really silly actions and physics of the movie, if only there was some sort of emotion in the script for the actors to show, I mean why is everyone always calm and collected? No trauma, nothing!!!!Anyways, as I said, it's not bad to kill time if you have enough of it to spare.","
            4/10
            "
