"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"DarkVulcan29","24 February 2010","The story is set in 1954, Two federal Marshalls(Leonardo Dicaprio and Mark Ruffalo), are assigned to a case on Shutter Island, where at a mental institution, a patient disappears, without a trace. While there investigating, they discover things are not what they seem, has every twist and turn keeps coming into play, and knowing who to trust and who not to trust, but the main twist of the whole story, is the one that will shock you the most.Martin Scorsese brings the suspense of Alfred Hitchcock, and weird artiness of Stanley Kubrick, and does it quite brilliantly. Leonardo Dicaprio is quite brilliant here, he really throws himself out there. And the supporting cast are also good, Ben Kingsley, Mark Ruffalo, Max Von Sydow, Emily Mortimer, Jackie Earle Haley, and Patricia Clarkson. This is a thriller you should check out.","
            8/10
            "
"sauravjoshi85","3 November 2019","Shutter Island is an psychological thriller movie directed by Martin Scorsese and stars Leonardo DiCaprio, Ben Kingsley and Mark Ruffalo in the leads. The movie is based on the novel of the same name.The movie is one of the most intense thriller with commendable acting by Leonardo and yes he makes a great team with Martin Scorsese.The movie is a gritty drama with lots of surprises and an engrossing storyline. There are minor distractions due to lots of flashbacks but the great climax makes for all the distractions and minor flaws.The movie is another gem from the duo of Leo and Martin and a thoughtfully created movie.A must watch for every suspense movie lovers.","
            5/10
            "
"olisamazeli","28 October 2021","I avoided this movie for years
But my oh my what a huge mistake
This movie Quickly jumps into the esteemed category being one of the only ones I have watched to score a 10 out of 10.Will enjoy rewatching.","
            5/10
            "
"lovelysus","23 October 2021","Leave what you are doing right now and watch this masterpiece, it blew the fuck out of my mind to the point where I have no idea how to describe it with justice. Everything about it, is insane. From the plot to the cinematography to the acting to LITERALLY EVERYTHING, INSANE!!!! The ending its self will leave you questioning yourself, it immediately entered my top favorite movies list of alllllllllllll time. Leo never fails to amaze me<3this man is seriously a living legend.GO WATCH IT NOWWWWWWWWWWWW.","
            4/10
            "
"kuciak","7 July 2010","Watching Shutter Island, I asked myself the question who might have been a better director for this movie. I thought about a director like Sam Fuller, (someone Scorcesse admires) and I even thought of some possible obscure directors, who might not have had a huge budget, and would not have been able to shoot some of the scenes on their budget. Watching the film, like another writer here has pointed out, you think of the famous 1919 German film, The cabinet of Dr. Caligari, I also thought of the overrated 1970's British film, The Wickerman )esspecially when the lead character is going to the lighthouse. Also came to mind, a film which I think is superior to this, the 1987 film Angel Heart.Is Scorcesse paying homage to these films, maybe. Before the film even began, I suspected Dicaprio's character would turn out to be a patient on Shutter Island. The poster for the film also seemed to be to much of a giveaway. Part of the problem I have with the film are the flashback sequences to the main character. Yes we know that his wife is dead, but for the director to have to show these scenes, and to have hallucination type scenes ruins the film, as we are clearly going to realize that Shutter Island, is not the search for a missing patient, but is about the mind of the Dicaprio character. Worse still are the World War II scenes of concentration camps, as if trying to give greater importance to a thriller. When the final denouncement of who the Dicaprio character really is, it should come to no surprise to the audience, if they are surprised, they certainly haven't seen many movies.I wondered watching Shutter Island, what a great 1950's or 60's low budget film this would have been. What if some producer had given some money to a gifted director who just wanted to make a good film, and the producer said ""Here is the money, go make the film, but don't go over this budget. Perhaps a taunt and shorter interesting thriller would have been made, and the events of the Dicaprio characters past, would only have been discussed, except for the important final flashback scene. I think such a film might be discussed some 50 or 60 years latter, which I don't think this film will achieve.I enjoyed Shutter Island for awhile, there going to the Island, and introduction to the Island was fine, but after the scene where we see Mr. Dicaprio talking to his dead wife, her turning into ashes into his arms, it was downhill from their. The scene was so over the top. The last hour of the film, I just wanted it to end. The ending scene however is poignant, and Dicaprio's last line memorable. Some have even suggested that Scorcesse was paying some homage to the RKO produced Val Lewton horror films of the 40's. If so, what Mr. Scorcesse has forgotten is that Val Lewton did not have a great deal of money to throw around like he does, and probably made more superior films that Shutter Island.","
            10/10
            "
"jzappa","2 June 2010","Shutter Island begins encircling us with the first sinister notes even under Paramount's logo. Like the ensuing film, they're menacing. This is Martin Scorsese's haunted house movie, given the insatiable quivering apprehension we sense when thrillers don't defuse all the suspense with action sequences. He's a master of accompanying image with music. This is one of his very most effective endeavors in music placement. He seizes the piano and strings of a minor piece by Mahler for every drop of its sensory character, waxes Kubrick with Penderecki's dissonant clusters, finds parallels with John Cage's hypnotic incoherence, the steady tonal pulse of Ingram Marshall.Shutter is an obscure, jagged island off Boston, where a Civil War fort has been acclimated to a prison for the criminally insane. We close in by boat under descending skies with Marshals Teddy and Chuck, played by the strikingly symbiotic duo of Leonardo DiCaprio and Mark Ruffalo. They're to inspect the vanishing of a childkiller. There appears to be no way to escape the island alive. The evasion of one prisoner might not necessitate the involvement of Feds unacquainted with the circumstances, but we never question that element. Not after the foreboding enclosures of the prison appear, the investigators guided into the office of Dr. Cawley, played by Ben Kingsley with that ominous charisma he's gotten down cold in his career's latter half, continually deflecting all Gandhi-typecasting.Experiencing the novel before the film was my mistake. It took four theater viewings to completely separate the two. The film's more lavish, much less concise than the unfolding, and especially closing, of the book, but there are stunning additions by Laeta Kalogridis that flood the film with thematic alarm bells, making it resonate more deeply and pensively than even the revelatory rattling of the novel. Scorsese chisels through the real world inch after inch. It's plain that Teddy has no notion of what he's getting into. The premise seems elementary: The woman's missing, Teddy and Chuck will search. But the frigid concrete walls ensnare them. The offices of Cawley and staff, equipped for war commanders, look thinly modernized from silent Fritz Lang or Robert Wiede films. Flashbacks convey Teddy's torturous experiences since WWII, which provided classic noir's bleak percussion. Shellshock could be seen in men struggling to appear self-assured in their veneers of undistinguished outfits, heavy smoking, fedoras worn low. DiCaprio and Ruffalo both assume this appearance. While Ruffalo purposely seems more like a disposition than a character, DiCaprio fittingly makes it feel more like a buoyant front.DiCaprio commands some astonishing emotional scenes, modulating sharply between suspicion, aggression, bewilderment, agony. Had Paramount not postponed the release to a less Oscar-wary date, DiCaprio would doubtlessly be nominated. Indeed, the entire cast is outstanding in performances so unusual in substance. Many are figments, double-blinds, imposters, even mere functionaries. But all color Teddy's journey so dynamically. Michelle Williams effectively embodies a broken dream. Ted Levine inhabits an ominous duality as the Warden, who arguably may define the loonies-running-the-asylum cliché, but is he so loony? Maybe he's seeing more clearly than everyone else. Patricia Clarkson looks so unlike herself, possibly because her scene seems so convincing, yet so off-kilter. Emily Mortimer and Jeffrey Dean Morgan could be all Teddy's looking for, yet both baffle and intimidate him, and us.There's a flashback merged with a dream that may be the closest Scorsese has ever brought me to tears. He uses Max Richter's tender strings, loss literally raining all around Teddy and the wife that'll only be real, in his arms, for another few moments. Scorsese's never done a scene remotely as surreal, or romantic, before. It's astounding seeing him extend his breadth into untapped territory. Indeed the film's foremost impact is on one's senses. It's a premonition of disquieting enigmas: How did this woman escape from a locked cell in a sealed ward, its panels able to endure cannons? Why do Cawley and the dubious Dr. Naering, played by 81-year-old Max Von Sydow---who I'd still dare not mess with---feel like they're lying? Why do the prison's practices spark Teddy's flashbacks to freeing Dachau? These sorts of wringers are at film noir's core. Characters never enter a noir without some major burden. They have unresolved dilemmas, submerged anguish. Nevertheless, why are the others so odd? Kingsley tastefully bleeds intimidation whenever he smiles, then mixes his signals with kindly etiquette so gracefully that he might as well be wiping off the menace with a silk handkerchief. Not to mention two supporting actors, most memorably psychopaths in Zodiac and The Silence of the Lambs, here play lawmen.There's electrifying imagery in Shutter Island. There's a lighthouse, a cave on a cliff, dizzying falls to waves pounding on rocks below. A storm draws nigh. Light drips through clouds. The wind seems sorrowful. That's what the movie is: Ambiance, foreshadowing, the deterioration of Teddy's self-assurance, even selfhood. Scorsese induces pure dread, in various keys. Sculpting Robert Richardson's grandiose, angular, intensely colorful cinematography is Thelma Schoonmaker's trademark use of manipulated speeds, freeze-frames, those dang flashbulbs, as well as the ever more discriminating and poetic use of the cut from one shot to another that we always find in Scorsese's work.Some either think the ending doesn't hold water or the movie building towards it doesn't. What would be more gratifying? Compared to other films with similar twists, Shutter Island is much more understated, without the urge to repeat earlier moments for redundant effect during the revelation, which instead is played gradually, dawning on us. This is all of a story, even the pieces that don't seem to click. One's inclination is to distinguish what goes before, and make rational deductions. However, what if you can't peg precisely what went before? What if there were concealed things about various characters? What if the movie's perspective isn't objective but splintered? Where can it all go? We wonder. So does Teddy.","
            8/10
            "
"fernandoschiavi","6 February 2022","Based on a novel by Dennis Lehane, author of other literary works that resulted in film adaptations of good caliber such as About Boys and Wolves, Isle of Fear is a crime thriller with an extremely macabre tone to the point of being sometimes even difficult to watch, but which challenges, under the guise of suspense, our perception of reality. In 1954, federal police officers Teddy Daniels (DiCaprio) and Chuck Aule (Ruffalo) set out to investigate the mysterious disappearance of Rachel Solando, an inmate/patient at an island's psychiatric unit - actually a large boulder, a ""bombed"" version of the famous Alcatraz - on the coast of Massachusetts, finding a hostile environment both from the psychiatrists, Drs. John Cawley and Jeremiah Naehring, played by Ben Kingsley and Max von Sydow, and from the prison officers and criminals interned there. And that's not counting the violence of nature itself, with a very strong storm that doesn't take long to start and that reflects all of Teddy's mental confusion that already starts with his discomfort on the ferry on the way to the island and that only gets worse.Dark and claustrophobic, Shutter Island starts from a well-arranged plot already in the pages of Lehane's novel. However, what makes it a less common cinematographic work is Scorsese's ability to bring it into the realm of moving images. Throughout the film, there are memorable sequences, such as Edward and Chuck's frightening arrival at the prison, which recalls the best of the 50's crime and suspense cinema - Alfred Hitchcock, Jules Dassin, Otto Preminguer, Fritz Lang, Samuel Fuller and Nicholas Ray appear, for different reasons, to have been references for Scorsese. The director conducts the plot in a way in which the viewer is involved, curious, and at the same time afraid of what is to come. This is the main characteristic of a good thriller: the connection with the audience.Robert Richardson's camera, Hugo, JFK and The Aviator (for which he won the Oscar for best photography), alternates panoramics, wide and grandiloquent shots to intimate, even invasive close-ups that confuse and deceive the viewer. At the same time, the indoor and outdoor shots gradually gain more complexity and labyrinthine characteristics that make the island complex, initially seen with a benevolent camera and a lighter and even colorful color palette, increasingly dark and oppressive, sometimes even just as terrifying as on the cliffs near the lighthouse and especially in Wing C, dedicated to the most dangerous criminals. The great art direction, led by Max Biscoe, Robert Guerra and Christina Ann Wilson, who does a wonderful job in creating the scary environment in which the film takes place. It's also worth mentioning the film's oppressive soundtrack, which also contributes to Scorsese's homage to the B-movies.Other brilliant moments in the film are Edward's surreal delusions, especially the one in which his wife dematerializes to ashes in his arms. And what about the scenes of Edward and Chuck inside the asylum's maximum security wing, which they manage to break in when the generator that supplies the island with energy fails? Great. There is also a special sequence, which shows a Nazi death camp, in which director, cinematographer, cast and art direction work in a dizzying way, showing us beautiful and shocking scenes. These few minutes focused on the 2nd. War can be heavier than many epics based on these conflicts. I also highlight the dream scenes between Daniels and Dolores, all plastically quite interesting.Furthermore, the script by Laeta Kalogridis, in her fourth feature, sprinkles the work of visual clues for the great final revelation that Scorsese materializes in a disconcerting way in the film, playing with perceptions, with memory and with the profound estrangement that the production causes. However, this same script is marked by a great imbalance. If the whole construction of the mystery works well - but perhaps more thanks to the visuals of the work -, the same cannot be said of its ending, which seems more like a race to reach the ""shyamalanesca"" twist. It's not even a question that logic is lost or that the events of the finale betray what came before, but rather that Scorsese can't efficiently keep up the rhythmic rhythm of the opening two-thirds, with the montage of Thelma Schoonmaker, his partner. Long-time professional getting lost in the back-and-forth, the intensification of action and the relative bureaucracy of ""explanation"".As secrets are revealed, tension rises and mysteries are unraveled. The script is well tied and the ending, despite surprising, manages to fill in the gaps left by the mystery. This does not mean that there will be no doubts, and the viewer will probably end the movie thinking about everything that happened, still digesting all the events. The story itself may not impress these days, but that's not Scorsese's proposal. The film takes place in 1954, at the height of the Cold War, after World War II, the horror caused by the death camps was still on everyone's mind, including the few scenes where DiCaprio's central character has flashbacks of his passing through one of these fields, which manages to be a stronger scene than many movies have tried to do with just that focus and have failed.Scorsese dominates the narrative by delivering fragments of Teddy's past, combining the tension of an approaching storm and all the tension present in the prison where everyone hides the truth. The director's trump card is to build everything slowly and with good doses of mystery, while letting his character practically suffocate in front of something beyond his control. There are discreet clues present in the script to situate the audience, such as the looks between some characters at certain moments or even the hilarious green tie of DiCaprio's character. It's the subtleties that reveal the truth, and yet, when the director allows the audience to piece the puzzle together, it's always a unique experience - and one that gets better with each review.However, it is by portraying the hero's torment as a result of his memories that Shutter Island really takes on the contours of a masterpiece: constantly bringing flashbacks and/or delusions in which the planes are dominated by suspended materials (snow, rain, ash or roles), the film illustrates the ethereal, fickle and distressing nature of Teddy's memories while, from a purely analytical point of view, fascinates by the brilliance of its symbolism - as in the moment, for example, when we see Michelle Williams partially and almost simultaneously charred, soaked and bleeding.Emotionally devastating in its final minutes (the shot in which DiCaprio appears hugging his three children, in the lake, represents the moment of greatest terror of the projection), Shutter Island still has an ending not only impeccable, but also enriched by a tragic irony.. Unable to achieve self-redemption (and how could he, after all he's been through?) and frustrated in his attempts to run away from himself, as his doctors insist on bringing him ""back"", Teddy finally discovers the way. Definitive way to leave his suffering behind - and his final speech already represents one of the most emblematic moments of Scorsese's career as it indicates the protagonist's decision to deliberately use the madness that had dominated him in the past as a farce that allows his self-destruction. And just as Nicholson's Jack Torrance was finally ""absorbed"" into the spirit of the Overlook Hotel in The Shining, DiCaprio's Teddy Daniels seems to decide that the labyrinth of insanity he'd used as a defense mechanism was the best he'd ever done for himself. - and it would be better to lose himself there forever than to be rescued and live with the tragic and monstrous nature of his own life.Dominated by a conspiratorial atmosphere, since all the characters seem to be hiding something from the protagonist, Shutter Island has a fascinating cast. It's interesting to mention how ideal Scorsese's partnership with DiCaprio is. Previously working on ""The Aviator"", ""Gangs of New York"" and ""The Departed"", success is achieved again here, with the addition of DiCaprio's constant evolution as an actor. He does very well in conveying to the viewer the growing paranoia and panic that his character goes through. Daniels is a man who has been through a lot of traumas in his life and his stay on Shutter Island ends up exposing them to us and to himself in an overwhelming way. Mark Ruffalo presents himself in a very restrained way, despite having a scene in which the actor loosens up a lot in an important scene between him and DiCaprio. Michelle Williams, who appears only in flashbacks and in Teddy's dreams, appears quite artificial in the scene, being the weak point of the cast. Ben Kingsley is back in good shape with the ambiguous Dr. Cawley, a pleasant surprise. Max Von Sydow, with his powerful voice, has little less than a cameo, and it's sad to see him so little in the scene, even though he has a great dialogue with DiCaprio.Shutter Island is a highly recommended experience. The film's only flaw is that it appears to be longer than it actually is, but all the items mentioned above manage to overcome this problem. The feature represents cinema from a more experienced, more practical and more courageous genius. Tense, provocative and practically impeccable from a technical point of view, ""Island of Fear"" is one of the most underrated films in the vast and exceptional career of Martin Scorsese that goes deep into its themes that, even though already worked by the director, take even more contours. Dramatic thanks to the way it decided to approach them. In the end, we are presented with a film that reveals that our actions are not more powerful than the way we choose to face them. And after all, what would be worse: living like a monster or dying like a good man?","
            1/10
            "
"kunalkhandwala","5 March 2010","As the U.S. Marshals depart from Boston Harbor towards the isolated island that houses the Ashecliffe hospital for the criminally insane, the background music of the vessel's horns, the eerie mist and the uneasy countenance on them confirms that Martin Scorcese is going to squirm our thrill seeking minds....Author Dennis Lehane, whose notable works include Mystic River and Gone Baby Gone, provides the source for Scorcese's 4th and latest venture with Hollywood's finest – Leonardo Dicaprio. Shutter Island is a mind-bending, complex and multisided thriller that toys with your inquisitive side before revealing its dark form. U.S. Marshall Teddy Daniels (DiCaprio) along with his new partner Chuck (Mark Ruffalo) are heading for the island to investigate the disappearance of a dangerous patient named Rachel Solando from Ashecliffe, aided by Dr. Cawley (Ben Kingsley). They are in a time when lobotomy surgery, inhuman drug experiments, mind-control conspiracies, the threat from the Hydrogen bomb and the after- effects of world war II have become the cause for insanity among several. Their investigation through interviews of other patients is a tiring psychological exercise that divulges little truth while the autocratic approach of Dr. Naehring(Max Von Sydow) restricts access to vital information. Frustrated and torn in disbelief, Daniels confronts the doctors in a futile stand against the authority on the island asylum. Teddy's apprehensions about the island's horrifying mysteries lead him to surprises that arise after the devastating hurricane shatters the island's structured order. The ensuing chaos is where he finds strands of truth for his convictions but in this quest, do things appear as they are or is he beguiled by the Hospital's secrets?Leonardo Dicaprio's renews his status of being the best in the business with Shutter Island. Playing Teddy Daniels required him to portray multiple characteristics that changed with the circumstances in the story. His keen understanding of the role and submersion into the director's vision enabled him to deliver such a stellar performance. Mark Ruffalo is commendable as Chuck while Ben Kingsley delivers the right amount of composure that looks convincing as a Doctor of the criminally insane patients. Watch them all together in the lighthouse where the truth is revealed through some very powerful performances. The rest of the cast that played Dolores, Rachel(s), George Noyce and Naehring leave quite an impact that blends with the film's turbulent theme of misdirection and evil. Shutter Island is a chilling thriller. The surprises keep coming and even if one has read the book or knows its suspense, Scorcese's direction can easily hold you to your seats with a great screenplay by Kalogridis. The cinematography brilliantly captures the essence of 1954 while portraying nature's wrath on the island during the hurricane. This is one of the rare adaptations of a novel that is executed page-by-page with the same depiction of every character, building, structure, plant, color, storm, cave and cliff that was visualized by the reader. To that, Scorcese adds his distinct style in Teddy's recurring flashbacks during the war and his last moments with his wife. Scorcese's display of blood looks artistic compared to the screen splattering in Tarantino's movies. Certainly there is a reason why the 40 film old director has a Golden eye behind his black frames. 8.508 on a scale of 1-10.","
            10/10
            "
"speedy-droid","26 August 2016","This little gem was worth an immediate Second Viewing, just to pick up on all of the ""little things"" that I missed the first time.It's easy to just throw around the name ""Martin Scorsese"", and assume that the movie is going to be good. But the truth is that... sometimes... Scorsese is absolutely brilliant.I haven't read the novel upon which this film is based, so all of my comments are based upon Scorsese's interpretation... not the novel, the Film.The beauty of ""Shutter Island"" is that there really is no resolution at the end of the film. Was that really a guy deluding himself, trying to escape from the horrors of his own life, or was he still trapped inside of a drug-induced hallucination? Nobody knows.He obviously knew, at the very end of the film, that by speaking to his ""partner?"", he was basically telling everyone that he had not been ""cured."" Was that a ""request"" to be lobotomized, so that he would never have to remember the horrors of his life again, or was it an acceptance of the fact that he would never escape from the island? Everyone assumes the former, but Scorsese leaves the question open.","
            8/10
            "
"thebogofeternalstench","10 July 2010","Wow so he turned out to be a mental patient in the end? No $hit.Come on.I was really hoping it was all bull$hit and that Dr. John Cawley was trying to trick Teddy Daniels but n000000000000. also, right at the beginning where the 2 marshals were approaching the mental asylum, the music tried too hard to make the place sound eerie, it was very overdone.So big deal that it was directed by Martin Scorsese, his film The Departed was a load of cack as well.I have to say Shutter Island was very well acted but the ending really annoyed me. It could have been a great film but if its based on a book then, well, what can you do?Sorry but just because its a Scorsese film doesn't mean its all that.","
            1/10
            "
"prince_c3","19 October 2015","Well, pretty much good, better, best and worst has been said about this movie in 950+ reviews and it's kind of rare that reviews are somehow divided because as it happened after watching this movie my friend and I was totally engrossed and left the theater not knowing what really hit us. Because we were not prepared for anything like this from Scorsese or Dicaprio, we know they both are capable but not on this scale. At the same time two other friends outrightly rejected this movie as anything but great. So, that's how the audience would be divided you either liked it or you hate it. Also, those who don't like it much doesn't mean they don't get this movie or they don't know how to decide the movie, I believe they don't want something this hard to take it easy. They must enjoy comedy and light tragedy, but not something of this scale. Because I know my friends they can't digest dark movies with lots of emotions, emotions that involve tragedy, not some dog got killed and like that. And, by GOD from first shot to last shot this movie getting bleaker and bleaker until the last line which not only sums up the entire movie, but, it was so sad and bleak that I couldn't able to get off the seat even after it finished for few Min's.Making a tragic and dark movies is one thing, but making people feel the atmosphere, hopelessness, emptiness, the coldness, the suffocation feeling is not everyone's cup of tea, but Scorsese nailed it and you can almost start feeling yourself in that asylum and confined in that wall, you could almost feel the wet and cold walls of that Island and couldn't help yourself but look for an air to breathe.Mind that I didn't say a word about the story or what that movie is all about. It's about the human mind and complexity of human relation.Also, most important if you watch this movie as simply like Paranormal activity kind of horror, then you will wouldn't get the point or movie at all. At the same time if you don't give attention to the overall atmosphere, the time period, especially the dialog then you would definitely miss the movie and that's happening with my friend they totally missed the point because they watched it unprepared like any other horror movie genre. But, this movie is not a horror movie in a sense, but, it's scary to the core, not jump scary, but you would question the life of human and what human is capable of.Each and every dialogue are weighted and worth every second, but few of the dialog just stayed with me.When Warden told Teddy: If I was to sink my teeth into your eye right now, would you be able to stop me before I blinded you? Teddy said give it a try with a look. My goodness, that shows the true human nature.But the best one as per me is the one before credit rolls.When Teddy finally realized who he was and why he was here and his real identity, he looked at Chuck and said: Which would be worse - to live as a monster, or to die as a good man?","
            6/10
            "
"Maziun","19 August 2013","I didn't read the book on which the movie is based. From what I've heard it's a great book . This movie is definitively not great . Anyway , the movie had advantage on me with the fact that I didn't knew anything about the story. The basic facts I knew sounded promising and despite that Scorsese in last years haven't been in good shape , I was still hoping for a good movie. It seems that not always you get what you wish for.The movie doesn't work for few reasons . First of all – Leonardo DiCaprio . I'm sorry , but he just doesn't fit for a guy with troubled past . He doesn't look manly enough . Also , he overacts too much . He shouts and makes a ""I have troubled past"" face too often . His role required subtlety he just wasn't able to give . William Hurt would be perfect for this type of role.I don't know was it DiCaprio overacting or Scorsese clumsy direction , but I was able to guess THE BIG TWIST after 40 minutes of the movie . Even if you aren't too clever , you should figure out at least in the half of the movie. If you haven't figure it out till the movie reveals the twist to the audience , it's done in so lame way that my head hurt. The whole revelation feels like Scorsese is explaining the twist to someone retarded. It's annoying and done in terribly amateurish way.Scorsese directs the movie badly . If I didn't knew that Scorsese was directing this movie , I would thought that it was made by one of those MTV-generation directors , like Bret Rattner. The movie should be dark , scary and emotionally engaging . Yet it comes out as flat , cold and Hollywood type of dark stuff. From what I've heard from the readers of the book they were heartbroken with the ending . Here it comes out emotionally empty . The movie just seems to flow from one scene to another in a soulless way. I was watching it , not experiencing it like I should.Mark Ruffallo gives a nice performance here , just like Jackie Earle Haley and Max Von Sydow. Ben Kingsley seems to be bored . There is some fine art-direction . The music is annoying. In the end you can follow the second interpretation what really happened . Not that movie is worth re-watch.I give it 5/10.","
            10/10
            "
"maximkong","18 November 2012","The world would be stupid if this movie is to be considered a very good psychological thriller/ twister. Come on, there are so many better ones.Let's compare this with Tarantino's Inglorious Basterds (about the same time), though not exactly categorized as a psychological thriller but similar to Shutter Island, relies heavily on the suspense/twist factor to win the crowd. Inglorious Basterds was successful in that regard, as I was not able to predict the next outcome because the sequence of events happened in an almost random manner; even if someone can predict it, he would find it difficult to catch up to the quick pace of the movie.Shutter Island, regrettably, gave off TOO MANY HINTS from the very beginning. I, at the very least, already foresee the truth during the 1st quarter of the movie. I know this is based on a novel, but Shutter Island's ending lacks the kick that Inglorious Basterds had, probably because the desired effect is sure to be tuned down once you figured out what was going on. If i were to edit this movie, I could easily remove certain 'spoiler elements', like firing Michelle Williams for example, and Shutter island would be a whole lot better. Fortunately, the abundant amount of twists (thanks to the convenient use of hallucinations) kept me watching even when I already knew what is going to happen.","
            5/10
            "
"bob-benoit","2 March 2010","Did I end up seeing a different movie than everyone else? I was shocked when I saw that Scorsese had directed this (I was unaware.) I think was by far his worst movie.The story line had great potential - once you ""know"" what really happened at the end. I thought the execution of the film was poor.The middle of the movie positively DRAGGED. I felt like I was watching Di Caprio and Winslet in Titanic, escaping from near death as the water rises - FIVE times in a row. I couldn't wait for the end.The end of the movie was needless to say muddled, which is probably intentional. We're meant to to REALLY know what happened. Was he crazy? Was he not? Was he poisoned and committed to protect the secrets of the island? Was he really an inmate undergoing a radical therapy? I can appreciate the film noir quality of the ending. It's just by that time I didn't care.There were lots of great clues along the way that don't make any sense at the time. But at the end when you look back they make sense (the blood from his wife's midsection when he's holding her ghost the first time.) And the idea behind a story like this is to make all of those clues fit the ""real"" story. Like explaining why they had to give up their guns at the gate. And why the guards were looking at them so strangely when they first arrived on the island.What doesn't make sense to me is the opening sequence on the boat. Why is that part of the story? If you're going to try out this radical new theory, and you have to ""start"" Teddy off in his fantasy somewhere (where he departs from the reality of being an inmate and starts the fantasy of being a Marshal investigating the escape), then why not just have him start off on the dock (as if he just arrived.) It has to start somewhere - you can't go back indefinitely. The opening sequence just doesn't fit the ""real"" story - only the ""fantasy."" I was VERY disappointed in the execution of the film as a whole.I wasn't alone either. Someone behind me muttered ""Scorsese needs a lobotomy"" as the credits rolled.I couldn't help but laugh and agree.","
            10/10
            "
"blacklist-1","23 April 2010","Shutter Island for me is the years best film so far. Leonardo Decaprio gives an outstanding performance as US Marshall Teddy Daniels set in 1954. Him and his partner Chuck Aule played excellently by Mark Ruffalo are on their way to Shutter Island, a closed off psychiatric prison for the criminally insane. Teddy and Chuck have been set to investigate the disappearance of a female prisoner who has escaped though the guards or doctors don't know how she escaped from the room. Arriving at the prison Scorsese sets up the tone of a dark, disturbing and mysterious place using non-diegetic sound and a haunting music score (one of the scariest I have heard) to deliberately unsettle us and it dosen't help when Teddy and Chuck have to surrender their firearms at the main gate. As Teddy and Chuck investigate the prisoner's disappearance their investigation leads them to believe there may be a sixty seventh (being only sixty sixth) in the first place. He begins to believe that the doctors and guards are conspiring in a conspiracy when they prove less than co-operative particularly the head doctor Crawley a superb part played by Ben Kingsley.Meanwhile as the investigation progresses Teddy and Chuck are shut off from the mainland due to a thunderstorm and Teddy has disturbing dreams of his dead wife and seeing images of dead children, which leaves him on a short fuse as also he is a recovering alcoholic. As the film progresses things get stranger and you know something is going on. This is fantastically told film with a complex plot (and a twist in the last half hour that shocked me to the core) superb acting and intelligent dialogue and script. Decaprio has been severely criticised by some for his acting but this is the best performance I have ever seen him give (even better than in Titanic) and he deserves at least an Oscar nomination. Shutter Island is an intriguing and complex thriller that will keep you guessing to the end with excellently acting and making. This is a masterpiece and will remain if the not the best then one of the best movies of the year and ever. If you like intellectual stimulation or a challenging mystery. I implore you to see this. Outstanding.","
            5/10
            "
"george.schmidt","22 February 2010","SHUTTER ISLAND (2010) *** Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Max von Sydow, Michelle Williams, Emily Mortimer, Patricia Clarkson, Jackie Earle Haley, Ted Levine, John Carroll Lynch, Elias Koteas. Well crafted but loaded with red herrings/MacGuffins galore adaptation of Dennis Lehane's novel about a pair of US Federal Marshals (DiCaprio and Ruffalo) investigating the escape of a patient on a remote island prison for the criminally insane circa 1954 where all is not it appears to be (and then some!) in maestro filmmaker Martin Scorsese's well-checked salute to Hitchcock with some Lynchian underpinnings to make things all oogie-woogie in this at-times-edge-of-your-seat suspenser/ghost story until the exposition choked final act (which becomes tiresome and drawn out for those that might not get the 'gotcha' that's been leading up to its cliffhanger climax). DiCaprio, who gives one of his most exhaustingly expert turns here running the gamut of practically every emotion know to mankind, heads a crackerjack ensemble cast running on all-cylinders (too bad the same can't be said of Laeta Kalogridis' script which becomes a tad redundant). Yet all the same perfect viewing for a dark-and-stormy night.","
            8/10
            "
"WinningAtLife","27 February 2010","I am unsure of where all the reviews are coming from, I saw several people in the same screening as mine with the same opinion as mine - terrible/waste of money.The movie has been absolutely hammered with marketing which in general means it is a terrible movie. This is certainly the case here. It plays out like a D- story written in junior high, ending with, he woke up and it was all a dream. The ending didn't flow whatsoever with any of the movie, came across like the director wanted to finish early for his summer vacation.I won't even rate the first 90% of the movie as the ending ruins the entire thing and I wouldn't recommend seeing this to anyone, PATHETIC.Martin Scorsese - Shutter Island Grading - D-","
            2/10
            "
"sunnnz","13 February 2010","i was one of the lucky ones to sit and watch the pre release of the shutter island in the opening with the director himself.as said ""It's 1954, and up-and-coming U.S. marshal Teddy Daniels is assigned to investigate the disappearance of a patient from Boston's Shutter Island Ashecliffe Hospital. He's been pushing for an assignment on the island for personal reasons, but before long he wonders whether he hasn't been brought there as part of a twisted plot by hospital doctors whose radical treatments range from unethical to illegal to downright sinister. Teddy's shrewd investigating skills soon provide a promising lead, but the hospital refuses him access to records he suspects would break the case wide open. As a hurricane cuts off communication with the mainland, more dangerous criminals ""escape"" in the confusion, and the puzzling, improbable clues multiply, Teddy begins to doubt everything - his memory, his partner, even his own sanity""enjoy","
            5/10
            "
